source,target,weight,source_name,target_name,edge_type
Cap.529,Cap.514,1,Company Service Providers Act,Retirement Pensions Act,CROSS_REFERENCE
Cap.529,Cap.9,1,Company Service Providers Act,Criminal Code,CROSS_REFERENCE
Cap.537,Cap.101,3,Drug Dependence (Treatment not Imprisonment) Act,Dangerous Drugs Ordinance,CROSS_REFERENCE
Cap.537,Cap.12,1,Drug Dependence (Treatment not Imprisonment) Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.537,Cap.291,9,Drug Dependence (Treatment not Imprisonment) Act,Commissioners for Justice Act,CROSS_REFERENCE
Cap.537,Cap.31,3,Drug Dependence (Treatment not Imprisonment) Act,Medical and Kindred Professions Ordinance,CROSS_REFERENCE
Cap.537,Cap.446,1,Drug Dependence (Treatment not Imprisonment) Act,Probation Act,CROSS_REFERENCE
Cap.537,Cap.492,3,Drug Dependence (Treatment not Imprisonment) Act,Voluntary Organisations Act,CROSS_REFERENCE
Cap.537,Cap.9,4,Drug Dependence (Treatment not Imprisonment) Act,Criminal Code,CROSS_REFERENCE
Cap.545,Cap.12,3,Regulator for Energy and Water Services Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.545,Cap.490,2,Regulator for Energy and Water Services Act,Administrative Justice Act,CROSS_REFERENCE
Cap.545,Cap.549,1,Regulator for Energy and Water Services Act,Environment Protection Act,CROSS_REFERENCE
Cap.545,Cap.58,3,Regulator for Energy and Water Services Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.545,Cap.625,2,Regulator for Energy and Water Services Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.545,Cap.9,1,Regulator for Energy and Water Services Act,Criminal Code,CROSS_REFERENCE
Cap.545,Cap.93,4,Regulator for Energy and Water Services Act,Pensions Ordinance,CROSS_REFERENCE
Cap.549,Cap.12,1,Environment Protection Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.549,Cap.123,1,Environment Protection Act,Income Tax Act,CROSS_REFERENCE
Cap.549,Cap.249,1,Environment Protection Act,Interpretation Act,CROSS_REFERENCE
Cap.549,Cap.363,1,Environment Protection Act,Local Government Act,CROSS_REFERENCE
Cap.549,Cap.364,1,Environment Protection Act,Duty on Documents and Transfers Act,CROSS_REFERENCE
Cap.549,Cap.37,1,Environment Protection Act,Customs Ordinance,CROSS_REFERENCE
Cap.549,Cap.386,1,Environment Protection Act,Companies Act,CROSS_REFERENCE
Cap.549,Cap.446,2,Environment Protection Act,Probation Act,CROSS_REFERENCE
Cap.549,Cap.552,2,Environment Protection Act,Development Planning Act,CROSS_REFERENCE
Cap.549,Cap.58,3,Environment Protection Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.549,Cap.625,3,Environment Protection Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.549,Cap.9,8,Environment Protection Act,Criminal Code,CROSS_REFERENCE
Cap.549,Cap.93,4,Environment Protection Act,Pensions Ordinance,CROSS_REFERENCE
Cap.55,Cap.12,7,Notarial Profession and Notarial Archives Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.55,Cap.16,10,Notarial Profession and Notarial Archives Act,Civil Code,CROSS_REFERENCE
Cap.55,Cap.249,1,Notarial Profession and Notarial Archives Act,Interpretation Act,CROSS_REFERENCE
Cap.55,Cap.331,8,Notarial Profession and Notarial Archives Act,Trusts and Trustees Act,CROSS_REFERENCE
Cap.55,Cap.364,5,Notarial Profession and Notarial Archives Act,Duty on Documents and Transfers Act,CROSS_REFERENCE
Cap.55,Cap.9,2,Notarial Profession and Notarial Archives Act,Criminal Code,CROSS_REFERENCE
Cap.551,Cap.12,9,Environment and Planning Review Tribunal Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.551,Cap.445,2,Environment and Planning Review Tribunal Act,Cultural Heritage Act,CROSS_REFERENCE
Cap.551,Cap.492,1,Environment and Planning Review Tribunal Act,Voluntary Organisations Act,CROSS_REFERENCE
Cap.551,Cap.504,1,Environment and Planning Review Tribunal Act,Environment and Development Planning ActAll subsid,CROSS_REFERENCE
Cap.551,Cap.549,6,Environment and Planning Review Tribunal Act,Environment Protection Act,CROSS_REFERENCE
Cap.551,Cap.552,16,Environment and Planning Review Tribunal Act,Development Planning Act,CROSS_REFERENCE
Cap.552,Cap.10,1,Development Planning Act,Code of Police Laws,CROSS_REFERENCE
Cap.552,Cap.12,2,Development Planning Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.552,Cap.123,1,Development Planning Act,Income Tax Act,CROSS_REFERENCE
Cap.552,Cap.249,1,Development Planning Act,Interpretation Act,CROSS_REFERENCE
Cap.552,Cap.363,1,Development Planning Act,Local Government Act,CROSS_REFERENCE
Cap.552,Cap.364,1,Development Planning Act,Duty on Documents and Transfers Act,CROSS_REFERENCE
Cap.552,Cap.37,1,Development Planning Act,Customs Ordinance,CROSS_REFERENCE
Cap.552,Cap.386,1,Development Planning Act,Companies Act,CROSS_REFERENCE
Cap.552,Cap.492,3,Development Planning Act,Voluntary Organisations Act,CROSS_REFERENCE
Cap.552,Cap.504,2,Development Planning Act,Environment and Development Planning ActAll subsid,CROSS_REFERENCE
Cap.552,Cap.551,4,Development Planning Act,Environment and Planning Review Tribunal Act,CROSS_REFERENCE
Cap.552,Cap.58,3,Development Planning Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.552,Cap.9,6,Development Planning Act,Criminal Code,CROSS_REFERENCE
Cap.552,Cap.93,4,Development Planning Act,Pensions Ordinance,CROSS_REFERENCE
Cap.563,Cap.363,1,Lands Authority Act,Local Government Act,CROSS_REFERENCE
Cap.563,Cap.490,2,Lands Authority Act,Administrative Justice Act,CROSS_REFERENCE
Cap.563,Cap.58,3,Lands Authority Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.563,Cap.9,1,Lands Authority Act,Criminal Code,CROSS_REFERENCE
Cap.563,Cap.93,4,Lands Authority Act,Pensions Ordinance,CROSS_REFERENCE
Cap.573,Cap.12,22,Government Lands Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.573,Cap.158,5,Government Lands Act,Housing (Decontrol) Ordinance,CROSS_REFERENCE
Cap.573,Cap.16,9,Government Lands Act,Civil Code,CROSS_REFERENCE
Cap.573,Cap.363,1,Government Lands Act,Local Government Act,CROSS_REFERENCE
Cap.573,Cap.386,1,Government Lands Act,Companies Act,CROSS_REFERENCE
Cap.573,Cap.490,1,Government Lands Act,Administrative Justice Act,CROSS_REFERENCE
Cap.573,Cap.563,7,Government Lands Act,Lands Authority Act,CROSS_REFERENCE
Cap.573,Cap.69,1,Government Lands Act,Reletting of Urban Property (Regulation) Ordinance,CROSS_REFERENCE
Cap.573,Cap.9,1,Government Lands Act,Criminal Code,CROSS_REFERENCE
Cap.583,Cap.12,4,Gaming Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.583,Cap.16,2,Gaming Act,Civil Code,CROSS_REFERENCE
Cap.583,Cap.318,1,Gaming Act,Social Security Act,CROSS_REFERENCE
Cap.583,Cap.350,3,Gaming Act,Broadcasting Act,CROSS_REFERENCE
Cap.583,Cap.372,1,Gaming Act,Income Tax Management Act,CROSS_REFERENCE
Cap.583,Cap.377,1,Gaming Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.583,Cap.378,1,Gaming Act,Consumer Affairs Act,CROSS_REFERENCE
Cap.583,Cap.386,1,Gaming Act,Companies Act,CROSS_REFERENCE
Cap.583,Cap.446,1,Gaming Act,Probation Act,CROSS_REFERENCE
Cap.583,Cap.452,1,Gaming Act,Employment and Industrial Relations Act,CROSS_REFERENCE
Cap.583,Cap.490,2,Gaming Act,Administrative Justice Act,CROSS_REFERENCE
Cap.583,Cap.586,1,Gaming Act,Data Protection Act,CROSS_REFERENCE
Cap.583,Cap.9,8,Gaming Act,Criminal Code,CROSS_REFERENCE
Cap.586,Cap.12,3,Data Protection Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.586,Cap.258,1,Data Protection Act,Identity Card and other Identity Documents Act,CROSS_REFERENCE
Cap.586,Cap.377,1,Data Protection Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.586,Cap.496,3,Data Protection Act,Freedom of Information Act,CROSS_REFERENCE
Cap.594,Cap.605,2,Employment and Training Services Act,Education Act,CROSS_REFERENCE
Cap.594,Cap.9,9,Employment and Training Services Act,Criminal Code,CROSS_REFERENCE
Cap.595,Cap.249,1,Public Administration Act,Interpretation Act,CROSS_REFERENCE
Cap.595,Cap.452,1,Public Administration Act,Employment and Industrial Relations Act,CROSS_REFERENCE
Cap.595,Cap.601,3,Public Administration Act,Public Finance Management Act,CROSS_REFERENCE
Cap.595,Cap.93,1,Public Administration Act,Pensions Ordinance,CROSS_REFERENCE
Cap.601,Cap.12,4,Public Finance Management Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.602,Cap.12,18,Minor Protection (Alternative Care) Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.602,Cap.16,1,Minor Protection (Alternative Care) Act,Civil Code,CROSS_REFERENCE
Cap.602,Cap.164,1,Minor Protection (Alternative Care) Act,Police Act,CROSS_REFERENCE
Cap.602,Cap.249,1,Minor Protection (Alternative Care) Act,Interpretation Act,CROSS_REFERENCE
Cap.602,Cap.377,1,Minor Protection (Alternative Care) Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.602,Cap.518,3,Minor Protection (Alternative Care) Act,Protection of Minors (Registration) Act,CROSS_REFERENCE
Cap.602,Cap.586,3,Minor Protection (Alternative Care) Act,Data Protection Act,CROSS_REFERENCE
Cap.602,Cap.9,1,Minor Protection (Alternative Care) Act,Criminal Code,CROSS_REFERENCE
Cap.604,Cap.12,1,Private Residential Leases Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.604,Cap.158,1,Private Residential Leases Act,Housing (Decontrol) Ordinance,CROSS_REFERENCE
Cap.604,Cap.16,25,Private Residential Leases Act,Civil Code,CROSS_REFERENCE
Cap.604,Cap.586,2,Private Residential Leases Act,Data Protection Act,CROSS_REFERENCE
Cap.604,Cap.69,2,Private Residential Leases Act,Reletting of Urban Property (Regulation) Ordinance,CROSS_REFERENCE
Cap.604,Cap.9,4,Private Residential Leases Act,Criminal Code,CROSS_REFERENCE
Cap.605,Cap.327,2,Education Act,Education Act,CROSS_REFERENCE
Cap.605,Cap.490,3,Education Act,Administrative Justice Act,CROSS_REFERENCE
Cap.605,Cap.573,1,Education Act,Government Lands Act,CROSS_REFERENCE
Cap.605,Cap.58,3,Education Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.605,Cap.586,2,Education Act,Data Protection Act,CROSS_REFERENCE
Cap.605,Cap.9,2,Education Act,Criminal Code,CROSS_REFERENCE
Cap.605,Cap.93,4,Education Act,Pensions Ordinance,CROSS_REFERENCE
Cap.614,Cap.16,43,Cohabitation Act,Civil Code,CROSS_REFERENCE
Cap.614,Cap.318,11,Cohabitation Act,Social Security Act,CROSS_REFERENCE
Cap.614,Cap.413,1,Cohabitation Act,Equal Opportunities (Persons with Disability) Act,CROSS_REFERENCE
Cap.614,Cap.55,2,Cohabitation Act,Notarial Profession and Notarial Archives Act,CROSS_REFERENCE
Cap.625,Cap.234,1,Exclusive Economic Zone Act,Merchant Shipping Act,CROSS_REFERENCE
Cap.626,Cap.373,4,Sports Governance and Integrity Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.626,Cap.377,1,Sports Governance and Integrity Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.626,Cap.386,3,Sports Governance and Integrity Act,Companies Act,CROSS_REFERENCE
Cap.626,Cap.455,1,Sports Governance and Integrity Act,Sports Act,CROSS_REFERENCE
Cap.626,Cap.490,3,Sports Governance and Integrity Act,Administrative Justice Act,CROSS_REFERENCE
Cap.626,Cap.595,1,Sports Governance and Integrity Act,Public Administration Act,CROSS_REFERENCE
Cap.626,Cap.601,1,Sports Governance and Integrity Act,Public Finance Management Act,CROSS_REFERENCE
Cap.626,Cap.9,5,Sports Governance and Integrity Act,Criminal Code,CROSS_REFERENCE
Cap.630,Cap.12,2,Social Enterprise Act Not yet in force,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.630,Cap.123,1,Social Enterprise Act Not yet in force,Income Tax Act,CROSS_REFERENCE
Cap.630,Cap.13,1,Social Enterprise Act Not yet in force,Commercial Code,CROSS_REFERENCE
Cap.630,Cap.16,1,Social Enterprise Act Not yet in force,Civil Code,CROSS_REFERENCE
Cap.630,Cap.325,1,Social Enterprise Act Not yet in force,Business Promotion Act,CROSS_REFERENCE
Cap.630,Cap.386,40,Social Enterprise Act Not yet in force,Companies Act,CROSS_REFERENCE
Cap.630,Cap.413,1,Social Enterprise Act Not yet in force,Equal Opportunities (Persons with Disability) Act,CROSS_REFERENCE
Cap.630,Cap.442,27,Social Enterprise Act Not yet in force,Co-operative Societies Act,CROSS_REFERENCE
Cap.630,Cap.492,1,Social Enterprise Act Not yet in force,Voluntary Organisations Act,CROSS_REFERENCE
Cap.630,Cap.586,1,Social Enterprise Act Not yet in force,Data Protection Act,CROSS_REFERENCE
Cap.630,Cap.595,1,Social Enterprise Act Not yet in force,Public Administration Act,CROSS_REFERENCE
Cap.630,Cap.9,1,Social Enterprise Act Not yet in force,Criminal Code,CROSS_REFERENCE
Cap.631,Cap.12,4,Pre-Insolvency Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.631,Cap.13,1,Pre-Insolvency Act,Commercial Code,CROSS_REFERENCE
Cap.631,Cap.16,3,Pre-Insolvency Act,Civil Code,CROSS_REFERENCE
Cap.631,Cap.234,2,Pre-Insolvency Act,Merchant Shipping Act,CROSS_REFERENCE
Cap.631,Cap.386,5,Pre-Insolvency Act,Companies Act,CROSS_REFERENCE
Cap.631,Cap.452,4,Pre-Insolvency Act,Employment and Industrial Relations Act,CROSS_REFERENCE
Cap.631,Cap.484,1,Pre-Insolvency Act,Securitisation Act,CROSS_REFERENCE
Cap.631,Cap.503,2,Pre-Insolvency Act,Aircraft Registration Act,CROSS_REFERENCE
Cap.631,Cap.632,2,Pre-Insolvency Act,Insolvency Practitioners Act,CROSS_REFERENCE
Cap.632,Cap.13,5,Insolvency Practitioners Act,Commercial Code,CROSS_REFERENCE
Cap.632,Cap.16,3,Insolvency Practitioners Act,Civil Code,CROSS_REFERENCE
Cap.632,Cap.386,7,Insolvency Practitioners Act,Companies Act,CROSS_REFERENCE
Cap.632,Cap.490,1,Insolvency Practitioners Act,Administrative Justice Act,CROSS_REFERENCE
Cap.632,Cap.586,2,Insolvency Practitioners Act,Data Protection Act,CROSS_REFERENCE
Cap.632,Cap.631,5,Insolvency Practitioners Act,Pre-Insolvency Act,CROSS_REFERENCE
Cap.632,Cap.9,1,Insolvency Practitioners Act,Criminal Code,CROSS_REFERENCE
Cap.647,Cap.204,1,Markets in Crypto-Assets Act,Central Bank of Malta Act,CROSS_REFERENCE
Cap.647,Cap.281,1,Markets in Crypto-Assets Act,Accountancy Profession Act,CROSS_REFERENCE
Cap.647,Cap.330,1,Markets in Crypto-Assets Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.647,Cap.345,1,Markets in Crypto-Assets Act,Financial Markets Act,CROSS_REFERENCE
Cap.647,Cap.370,8,Markets in Crypto-Assets Act,Investment Services Act,CROSS_REFERENCE
Cap.647,Cap.371,13,Markets in Crypto-Assets Act,Banking Act,CROSS_REFERENCE
Cap.647,Cap.373,1,Markets in Crypto-Assets Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.647,Cap.376,7,Markets in Crypto-Assets Act,Financial Institutions Act,CROSS_REFERENCE
Cap.647,Cap.586,1,Markets in Crypto-Assets Act,Data Protection Act,CROSS_REFERENCE
Cap.647,Cap.9,1,Markets in Crypto-Assets Act,Criminal Code,CROSS_REFERENCE
Cap.649,Cap.386,1,Food Safety and Security Authority Act,Companies Act,CROSS_REFERENCE
Cap.649,Cap.58,3,Food Safety and Security Authority Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.649,Cap.586,1,Food Safety and Security Authority Act,Data Protection Act,CROSS_REFERENCE
Cap.649,Cap.595,4,Food Safety and Security Authority Act,Public Administration Act,CROSS_REFERENCE
Cap.649,Cap.601,2,Food Safety and Security Authority Act,Public Finance Management Act,CROSS_REFERENCE
Cap.649,Cap.93,4,Food Safety and Security Authority Act,Pensions Ordinance,CROSS_REFERENCE
Cap.653,Cap.101,1,National Interest (Enabling Powers) Act,Dangerous Drugs Ordinance,CROSS_REFERENCE
Cap.653,Cap.12,7,National Interest (Enabling Powers) Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.653,Cap.16,1,National Interest (Enabling Powers) Act,Civil Code,CROSS_REFERENCE
Cap.653,Cap.249,2,National Interest (Enabling Powers) Act,Interpretation Act,CROSS_REFERENCE
Cap.653,Cap.31,1,National Interest (Enabling Powers) Act,Medical and Kindred Professions Ordinance,CROSS_REFERENCE
Cap.653,Cap.373,1,National Interest (Enabling Powers) Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.653,Cap.376,3,National Interest (Enabling Powers) Act,Financial Institutions Act,CROSS_REFERENCE
Cap.653,Cap.377,1,National Interest (Enabling Powers) Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.653,Cap.386,2,National Interest (Enabling Powers) Act,Companies Act,CROSS_REFERENCE
Cap.653,Cap.406,2,National Interest (Enabling Powers) Act,Value Added Tax Act,CROSS_REFERENCE
Cap.653,Cap.446,1,National Interest (Enabling Powers) Act,Probation Act,CROSS_REFERENCE
Cap.653,Cap.527,1,National Interest (Enabling Powers) Act,Protection of the Whistleblower Act,CROSS_REFERENCE
Cap.653,Cap.586,1,National Interest (Enabling Powers) Act,Data Protection Act,CROSS_REFERENCE
Cap.653,Cap.9,10,National Interest (Enabling Powers) Act,Criminal Code,CROSS_REFERENCE
Cap.69,Cap.12,5,Reletting of Urban Property (Regulation) Ordinance,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.69,Cap.16,2,Reletting of Urban Property (Regulation) Ordinance,Civil Code,CROSS_REFERENCE
Cap.69,Cap.586,1,Reletting of Urban Property (Regulation) Ordinance,Data Protection Act,CROSS_REFERENCE
Cap.69,Cap.604,2,Reletting of Urban Property (Regulation) Ordinance,Private Residential Leases Act,CROSS_REFERENCE
Cap.9,Cap.101,4,Criminal Code,Dangerous Drugs Ordinance,CROSS_REFERENCE
Cap.9,Cap.12,2,Criminal Code,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.9,Cap.31,1,Criminal Code,Medical and Kindred Professions Ordinance,CROSS_REFERENCE
Cap.9,Cap.446,2,Criminal Code,Probation Act,CROSS_REFERENCE
Cap.93,Cap.12,1,Pensions Ordinance,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.93,Cap.327,1,Pensions Ordinance,Education Act,CROSS_REFERENCE
Cap.93,Cap.452,2,Pensions Ordinance,Employment and Industrial Relations Act,CROSS_REFERENCE
Cap.93,Cap.595,1,Pensions Ordinance,Public Administration Act,CROSS_REFERENCE
