source,target,weight,source_name,target_name,edge_type
Cap.376,Cap.16,1,Financial Institutions Act,Civil Code,CROSS_REFERENCE
Cap.376,Cap.204,5,Financial Institutions Act,Central Bank of Malta Act,CROSS_REFERENCE
Cap.376,Cap.234,1,Financial Institutions Act,Merchant Shipping Act,CROSS_REFERENCE
Cap.376,Cap.330,6,Financial Institutions Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.376,Cap.345,1,Financial Institutions Act,Financial Markets Act,CROSS_REFERENCE
Cap.376,Cap.370,2,Financial Institutions Act,Investment Services Act,CROSS_REFERENCE
Cap.376,Cap.371,4,Financial Institutions Act,Banking Act,CROSS_REFERENCE
Cap.376,Cap.373,3,Financial Institutions Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.376,Cap.386,7,Financial Institutions Act,Companies Act,CROSS_REFERENCE
Cap.376,Cap.503,1,Financial Institutions Act,Aircraft Registration Act,CROSS_REFERENCE
Cap.377,Cap.12,4,Professional Secrecy Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.377,Cap.31,1,Professional Secrecy Act,Medical and Kindred Professions Ordinance,CROSS_REFERENCE
Cap.377,Cap.345,1,Professional Secrecy Act,Financial Markets Act,CROSS_REFERENCE
Cap.377,Cap.370,1,Professional Secrecy Act,Investment Services Act,CROSS_REFERENCE
Cap.377,Cap.9,17,Professional Secrecy Act,Criminal Code,CROSS_REFERENCE
Cap.378,Cap.12,10,Consumer Affairs Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.378,Cap.13,3,Consumer Affairs Act,Commercial Code,CROSS_REFERENCE
Cap.378,Cap.16,4,Consumer Affairs Act,Civil Code,CROSS_REFERENCE
Cap.378,Cap.217,1,Consumer Affairs Act,Immigration Act,CROSS_REFERENCE
Cap.378,Cap.330,1,Consumer Affairs Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.378,Cap.37,1,Consumer Affairs Act,Customs Ordinance,CROSS_REFERENCE
Cap.378,Cap.418,1,Consumer Affairs Act,Malta Communications Authority Act,CROSS_REFERENCE
Cap.378,Cap.451,1,Consumer Affairs Act,Mutual Recognition of Qualifications Act,CROSS_REFERENCE
Cap.378,Cap.510,5,Consumer Affairs Act,Malta Competition and Consumer Affairs Authority A,CROSS_REFERENCE
Cap.378,Cap.586,1,Consumer Affairs Act,Data Protection Act,CROSS_REFERENCE
Cap.378,Cap.9,2,Consumer Affairs Act,Criminal Code,CROSS_REFERENCE
Cap.379,Cap.12,12,Competition Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.379,Cap.16,1,Competition Act,Civil Code,CROSS_REFERENCE
Cap.379,Cap.377,1,Competition Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.379,Cap.387,1,Competition Act,Arbitration Act,CROSS_REFERENCE
Cap.379,Cap.510,6,Competition Act,Malta Competition and Consumer Affairs Authority A,CROSS_REFERENCE
Cap.379,Cap.586,1,Competition Act,Data Protection Act,CROSS_REFERENCE
Cap.379,Cap.9,2,Competition Act,Criminal Code,CROSS_REFERENCE
Cap.382,Cap.12,5,Excise Duty Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.382,Cap.37,4,Excise Duty Act,Customs Ordinance,CROSS_REFERENCE
Cap.382,Cap.399,1,Excise Duty Act,Electronic Communications (Regulation) Act,CROSS_REFERENCE
Cap.382,Cap.625,1,Excise Duty Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.382,Cap.9,4,Excise Duty Act,Criminal Code,CROSS_REFERENCE
Cap.386,Cap.12,11,Companies Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.386,Cap.123,6,Companies Act,Income Tax Act,CROSS_REFERENCE
Cap.386,Cap.13,7,Companies Act,Commercial Code,CROSS_REFERENCE
Cap.386,Cap.16,10,Companies Act,Civil Code,CROSS_REFERENCE
Cap.386,Cap.234,1,Companies Act,Merchant Shipping Act,CROSS_REFERENCE
Cap.386,Cap.281,7,Companies Act,Accountancy Profession Act,CROSS_REFERENCE
Cap.386,Cap.330,2,Companies Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.386,Cap.331,1,Companies Act,Trusts and Trustees Act,CROSS_REFERENCE
Cap.386,Cap.345,11,Companies Act,Financial Markets Act,CROSS_REFERENCE
Cap.386,Cap.364,9,Companies Act,Duty on Documents and Transfers Act,CROSS_REFERENCE
Cap.386,Cap.370,10,Companies Act,Investment Services Act,CROSS_REFERENCE
Cap.386,Cap.371,3,Companies Act,Banking Act,CROSS_REFERENCE
Cap.386,Cap.373,1,Companies Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.386,Cap.376,3,Companies Act,Financial Institutions Act,CROSS_REFERENCE
Cap.386,Cap.377,1,Companies Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.386,Cap.403,8,Companies Act,Insurance Business Act,CROSS_REFERENCE
Cap.386,Cap.487,1,Companies Act,Insurance Distribution Act,CROSS_REFERENCE
Cap.386,Cap.514,2,Companies Act,Retirement Pensions Act,CROSS_REFERENCE
Cap.386,Cap.529,5,Companies Act,Company Service Providers Act,CROSS_REFERENCE
Cap.387,Cap.12,17,Arbitration Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.387,Cap.123,2,Arbitration Act,Income Tax Act,CROSS_REFERENCE
Cap.387,Cap.249,1,Arbitration Act,Interpretation Act,CROSS_REFERENCE
Cap.387,Cap.281,1,Arbitration Act,Accountancy Profession Act,CROSS_REFERENCE
Cap.387,Cap.331,1,Arbitration Act,Trusts and Trustees Act,CROSS_REFERENCE
Cap.387,Cap.364,1,Arbitration Act,Duty on Documents and Transfers Act,CROSS_REFERENCE
Cap.387,Cap.372,2,Arbitration Act,Income Tax Management Act,CROSS_REFERENCE
Cap.387,Cap.386,2,Arbitration Act,Companies Act,CROSS_REFERENCE
Cap.395,Cap.12,1,Customs and Excise Tax Act [R],Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.395,Cap.123,1,Customs and Excise Tax Act [R],Income Tax Act,CROSS_REFERENCE
Cap.395,Cap.16,1,Customs and Excise Tax Act [R],Civil Code,CROSS_REFERENCE
Cap.395,Cap.217,1,Customs and Excise Tax Act [R],Immigration Act,CROSS_REFERENCE
Cap.395,Cap.234,1,Customs and Excise Tax Act [R],Merchant Shipping Act,CROSS_REFERENCE
Cap.395,Cap.31,1,Customs and Excise Tax Act [R],Medical and Kindred Professions Ordinance,CROSS_REFERENCE
Cap.395,Cap.327,2,Customs and Excise Tax Act [R],Education Act,CROSS_REFERENCE
Cap.395,Cap.345,1,Customs and Excise Tax Act [R],Financial Markets Act,CROSS_REFERENCE
Cap.395,Cap.363,1,Customs and Excise Tax Act [R],Local Government Act,CROSS_REFERENCE
Cap.395,Cap.37,5,Customs and Excise Tax Act [R],Customs Ordinance,CROSS_REFERENCE
Cap.395,Cap.370,2,Customs and Excise Tax Act [R],Investment Services Act,CROSS_REFERENCE
Cap.395,Cap.371,1,Customs and Excise Tax Act [R],Banking Act,CROSS_REFERENCE
Cap.395,Cap.372,1,Customs and Excise Tax Act [R],Income Tax Management Act,CROSS_REFERENCE
Cap.395,Cap.382,2,Customs and Excise Tax Act [R],Excise Duty Act,CROSS_REFERENCE
Cap.395,Cap.446,1,Customs and Excise Tax Act [R],Probation Act,CROSS_REFERENCE
Cap.395,Cap.9,3,Customs and Excise Tax Act [R],Criminal Code,CROSS_REFERENCE
Cap.399,Cap.413,1,Electronic Communications (Regulation) Act,Equal Opportunities (Persons with Disability) Act,CROSS_REFERENCE
Cap.399,Cap.418,5,Electronic Communications (Regulation) Act,Malta Communications Authority Act,CROSS_REFERENCE
Cap.399,Cap.625,2,Electronic Communications (Regulation) Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.399,Cap.9,1,Electronic Communications (Regulation) Act,Criminal Code,CROSS_REFERENCE
Cap.403,Cap.12,1,Insurance Business Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.403,Cap.204,1,Insurance Business Act,Central Bank of Malta Act,CROSS_REFERENCE
Cap.403,Cap.249,1,Insurance Business Act,Interpretation Act,CROSS_REFERENCE
Cap.403,Cap.330,10,Insurance Business Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.403,Cap.345,1,Insurance Business Act,Financial Markets Act,CROSS_REFERENCE
Cap.403,Cap.373,2,Insurance Business Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.403,Cap.377,1,Insurance Business Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.403,Cap.386,15,Insurance Business Act,Companies Act,CROSS_REFERENCE
Cap.403,Cap.487,9,Insurance Business Act,Insurance Distribution Act,CROSS_REFERENCE
Cap.403,Cap.625,2,Insurance Business Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.403,Cap.9,2,Insurance Business Act,Criminal Code,CROSS_REFERENCE
Cap.406,Cap.12,8,Value Added Tax Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.406,Cap.16,2,Value Added Tax Act,Civil Code,CROSS_REFERENCE
Cap.406,Cap.345,1,Value Added Tax Act,Financial Markets Act,CROSS_REFERENCE
Cap.406,Cap.363,1,Value Added Tax Act,Local Government Act,CROSS_REFERENCE
Cap.406,Cap.37,2,Value Added Tax Act,Customs Ordinance,CROSS_REFERENCE
Cap.406,Cap.370,2,Value Added Tax Act,Investment Services Act,CROSS_REFERENCE
Cap.406,Cap.371,1,Value Added Tax Act,Banking Act,CROSS_REFERENCE
Cap.406,Cap.372,1,Value Added Tax Act,Income Tax Management Act,CROSS_REFERENCE
Cap.406,Cap.395,5,Value Added Tax Act,Customs and Excise Tax Act [R],CROSS_REFERENCE
Cap.406,Cap.403,2,Value Added Tax Act,Insurance Business Act,CROSS_REFERENCE
Cap.406,Cap.446,1,Value Added Tax Act,Probation Act,CROSS_REFERENCE
Cap.406,Cap.487,1,Value Added Tax Act,Insurance Distribution Act,CROSS_REFERENCE
Cap.406,Cap.490,3,Value Added Tax Act,Administrative Justice Act,CROSS_REFERENCE
Cap.406,Cap.625,2,Value Added Tax Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.406,Cap.9,11,Value Added Tax Act,Criminal Code,CROSS_REFERENCE
Cap.413,Cap.490,3,Equal Opportunities (Persons with Disability) Act,Administrative Justice Act,CROSS_REFERENCE
Cap.413,Cap.492,1,Equal Opportunities (Persons with Disability) Act,Voluntary Organisations Act,CROSS_REFERENCE
Cap.413,Cap.525,1,Equal Opportunities (Persons with Disability) Act,Mental Health Act,CROSS_REFERENCE
Cap.413,Cap.58,3,Equal Opportunities (Persons with Disability) Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.413,Cap.601,1,Equal Opportunities (Persons with Disability) Act,Public Finance Management Act,CROSS_REFERENCE
Cap.413,Cap.93,4,Equal Opportunities (Persons with Disability) Act,Pensions Ordinance,CROSS_REFERENCE
Cap.417,Cap.12,12,Patents and Designs Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.417,Cap.460,1,Patents and Designs Act,European Union Act,CROSS_REFERENCE
Cap.417,Cap.625,2,Patents and Designs Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.418,Cap.12,2,Malta Communications Authority Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.418,Cap.399,9,Malta Communications Authority Act,Electronic Communications (Regulation) Act,CROSS_REFERENCE
Cap.418,Cap.413,1,Malta Communications Authority Act,Equal Opportunities (Persons with Disability) Act,CROSS_REFERENCE
Cap.418,Cap.490,3,Malta Communications Authority Act,Administrative Justice Act,CROSS_REFERENCE
Cap.418,Cap.58,3,Malta Communications Authority Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.418,Cap.601,1,Malta Communications Authority Act,Public Finance Management Act,CROSS_REFERENCE
Cap.418,Cap.9,1,Malta Communications Authority Act,Criminal Code,CROSS_REFERENCE
Cap.418,Cap.93,3,Malta Communications Authority Act,Pensions Ordinance,CROSS_REFERENCE
Cap.442,Cap.12,2,Co-operative Societies Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.442,Cap.123,1,Co-operative Societies Act,Income Tax Act,CROSS_REFERENCE
Cap.442,Cap.249,1,Co-operative Societies Act,Interpretation Act,CROSS_REFERENCE
Cap.442,Cap.281,2,Co-operative Societies Act,Accountancy Profession Act,CROSS_REFERENCE
Cap.442,Cap.364,1,Co-operative Societies Act,Duty on Documents and Transfers Act,CROSS_REFERENCE
Cap.442,Cap.379,1,Co-operative Societies Act,Competition Act,CROSS_REFERENCE
Cap.442,Cap.386,2,Co-operative Societies Act,Companies Act,CROSS_REFERENCE
Cap.442,Cap.387,1,Co-operative Societies Act,Arbitration Act,CROSS_REFERENCE
Cap.442,Cap.490,2,Co-operative Societies Act,Administrative Justice Act,CROSS_REFERENCE
Cap.445,Cap.12,2,Cultural Heritage Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.445,Cap.363,1,Cultural Heritage Act,Local Government Act,CROSS_REFERENCE
Cap.445,Cap.451,2,Cultural Heritage Act,Mutual Recognition of Qualifications Act,CROSS_REFERENCE
Cap.445,Cap.552,5,Cultural Heritage Act,Development Planning Act,CROSS_REFERENCE
Cap.445,Cap.573,1,Cultural Heritage Act,Government Lands Act,CROSS_REFERENCE
Cap.445,Cap.58,2,Cultural Heritage Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.445,Cap.93,2,Cultural Heritage Act,Pensions Ordinance,CROSS_REFERENCE
Cap.446,Cap.12,1,Probation Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.446,Cap.9,17,Probation Act,Criminal Code,CROSS_REFERENCE
Cap.451,Cap.12,2,Mutual Recognition of Qualifications Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.451,Cap.460,1,Mutual Recognition of Qualifications Act,European Union Act,CROSS_REFERENCE
Cap.452,Cap.12,13,Employment and Industrial Relations Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.452,Cap.16,1,Employment and Industrial Relations Act,Civil Code,CROSS_REFERENCE
Cap.452,Cap.217,1,Employment and Industrial Relations Act,Immigration Act,CROSS_REFERENCE
Cap.452,Cap.234,1,Employment and Industrial Relations Act,Merchant Shipping Act,CROSS_REFERENCE
Cap.452,Cap.249,1,Employment and Industrial Relations Act,Interpretation Act,CROSS_REFERENCE
Cap.452,Cap.318,3,Employment and Industrial Relations Act,Social Security Act,CROSS_REFERENCE
Cap.452,Cap.386,2,Employment and Industrial Relations Act,Companies Act,CROSS_REFERENCE
Cap.452,Cap.413,1,Employment and Industrial Relations Act,Equal Opportunities (Persons with Disability) Act,CROSS_REFERENCE
Cap.452,Cap.499,1,Employment and Industrial Relations Act,Authority for Transport in Malta Act,CROSS_REFERENCE
Cap.452,Cap.594,1,Employment and Industrial Relations Act,Employment and Training Services Act,CROSS_REFERENCE
Cap.452,Cap.605,1,Employment and Industrial Relations Act,Education Act,CROSS_REFERENCE
Cap.452,Cap.625,2,Employment and Industrial Relations Act,Exclusive Economic Zone Act,CROSS_REFERENCE
Cap.452,Cap.9,4,Employment and Industrial Relations Act,Criminal Code,CROSS_REFERENCE
Cap.455,Cap.12,8,Sports Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.455,Cap.16,3,Sports Act,Civil Code,CROSS_REFERENCE
Cap.455,Cap.387,2,Sports Act,Arbitration Act,CROSS_REFERENCE
Cap.455,Cap.446,1,Sports Act,Probation Act,CROSS_REFERENCE
Cap.455,Cap.573,3,Sports Act,Government Lands Act,CROSS_REFERENCE
Cap.455,Cap.58,3,Sports Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.455,Cap.605,1,Sports Act,Education Act,CROSS_REFERENCE
Cap.455,Cap.626,1,Sports Act,Sports Governance and Integrity Act,CROSS_REFERENCE
Cap.455,Cap.9,2,Sports Act,Criminal Code,CROSS_REFERENCE
Cap.455,Cap.93,4,Sports Act,Pensions Ordinance,CROSS_REFERENCE
Cap.460,Cap.249,1,European Union Act,Interpretation Act,CROSS_REFERENCE
Cap.484,Cap.123,2,Securitisation Act,Income Tax Act,CROSS_REFERENCE
Cap.484,Cap.16,14,Securitisation Act,Civil Code,CROSS_REFERENCE
Cap.484,Cap.249,1,Securitisation Act,Interpretation Act,CROSS_REFERENCE
Cap.484,Cap.330,2,Securitisation Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.484,Cap.345,2,Securitisation Act,Financial Markets Act,CROSS_REFERENCE
Cap.484,Cap.370,2,Securitisation Act,Investment Services Act,CROSS_REFERENCE
Cap.484,Cap.371,1,Securitisation Act,Banking Act,CROSS_REFERENCE
Cap.484,Cap.372,2,Securitisation Act,Income Tax Management Act,CROSS_REFERENCE
Cap.484,Cap.376,1,Securitisation Act,Financial Institutions Act,CROSS_REFERENCE
Cap.484,Cap.386,5,Securitisation Act,Companies Act,CROSS_REFERENCE
Cap.484,Cap.403,2,Securitisation Act,Insurance Business Act,CROSS_REFERENCE
Cap.484,Cap.586,3,Securitisation Act,Data Protection Act,CROSS_REFERENCE
Cap.487,Cap.249,1,Insurance Distribution Act,Interpretation Act,CROSS_REFERENCE
Cap.487,Cap.330,2,Insurance Distribution Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.487,Cap.345,1,Insurance Distribution Act,Financial Markets Act,CROSS_REFERENCE
Cap.487,Cap.373,1,Insurance Distribution Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.487,Cap.386,6,Insurance Distribution Act,Companies Act,CROSS_REFERENCE
Cap.487,Cap.403,32,Insurance Distribution Act,Insurance Business Act,CROSS_REFERENCE
Cap.490,Cap.12,11,Administrative Justice Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.490,Cap.364,1,Administrative Justice Act,Duty on Documents and Transfers Act,CROSS_REFERENCE
Cap.490,Cap.37,1,Administrative Justice Act,Customs Ordinance,CROSS_REFERENCE
Cap.490,Cap.372,1,Administrative Justice Act,Income Tax Management Act,CROSS_REFERENCE
Cap.490,Cap.382,1,Administrative Justice Act,Excise Duty Act,CROSS_REFERENCE
Cap.490,Cap.418,1,Administrative Justice Act,Malta Communications Authority Act,CROSS_REFERENCE
Cap.490,Cap.442,1,Administrative Justice Act,Co-operative Societies Act,CROSS_REFERENCE
Cap.490,Cap.545,1,Administrative Justice Act,Regulator for Energy and Water Services Act,CROSS_REFERENCE
Cap.490,Cap.563,1,Administrative Justice Act,Lands Authority Act,CROSS_REFERENCE
Cap.490,Cap.573,1,Administrative Justice Act,Government Lands Act,CROSS_REFERENCE
Cap.490,Cap.583,1,Administrative Justice Act,Gaming Act,CROSS_REFERENCE
Cap.492,Cap.16,16,Voluntary Organisations Act,Civil Code,CROSS_REFERENCE
Cap.492,Cap.331,2,Voluntary Organisations Act,Trusts and Trustees Act,CROSS_REFERENCE
Cap.492,Cap.373,4,Voluntary Organisations Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.492,Cap.377,2,Voluntary Organisations Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.492,Cap.386,1,Voluntary Organisations Act,Companies Act,CROSS_REFERENCE
Cap.492,Cap.387,2,Voluntary Organisations Act,Arbitration Act,CROSS_REFERENCE
Cap.492,Cap.490,4,Voluntary Organisations Act,Administrative Justice Act,CROSS_REFERENCE
Cap.492,Cap.58,1,Voluntary Organisations Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.492,Cap.586,2,Voluntary Organisations Act,Data Protection Act,CROSS_REFERENCE
Cap.492,Cap.595,2,Voluntary Organisations Act,Public Administration Act,CROSS_REFERENCE
Cap.492,Cap.601,1,Voluntary Organisations Act,Public Finance Management Act,CROSS_REFERENCE
Cap.492,Cap.9,4,Voluntary Organisations Act,Criminal Code,CROSS_REFERENCE
Cap.492,Cap.93,1,Voluntary Organisations Act,Pensions Ordinance,CROSS_REFERENCE
Cap.496,Cap.249,1,Freedom of Information Act,Interpretation Act,CROSS_REFERENCE
Cap.496,Cap.363,2,Freedom of Information Act,Local Government Act,CROSS_REFERENCE
Cap.496,Cap.460,1,Freedom of Information Act,European Union Act,CROSS_REFERENCE
Cap.496,Cap.549,1,Freedom of Information Act,Environment Protection Act,CROSS_REFERENCE
Cap.496,Cap.586,13,Freedom of Information Act,Data Protection Act,CROSS_REFERENCE
Cap.496,Cap.595,3,Freedom of Information Act,Public Administration Act,CROSS_REFERENCE
Cap.499,Cap.234,3,Authority for Transport in Malta Act,Merchant Shipping Act,CROSS_REFERENCE
Cap.499,Cap.363,1,Authority for Transport in Malta Act,Local Government Act,CROSS_REFERENCE
Cap.499,Cap.377,1,Authority for Transport in Malta Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.499,Cap.386,1,Authority for Transport in Malta Act,Companies Act,CROSS_REFERENCE
Cap.499,Cap.460,1,Authority for Transport in Malta Act,European Union Act,CROSS_REFERENCE
Cap.499,Cap.490,3,Authority for Transport in Malta Act,Administrative Justice Act,CROSS_REFERENCE
Cap.499,Cap.549,1,Authority for Transport in Malta Act,Environment Protection Act,CROSS_REFERENCE
Cap.499,Cap.552,1,Authority for Transport in Malta Act,Development Planning Act,CROSS_REFERENCE
Cap.499,Cap.58,3,Authority for Transport in Malta Act,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.499,Cap.9,1,Authority for Transport in Malta Act,Criminal Code,CROSS_REFERENCE
Cap.499,Cap.93,4,Authority for Transport in Malta Act,Pensions Ordinance,CROSS_REFERENCE
Cap.503,Cap.12,6,Aircraft Registration Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.503,Cap.13,1,Aircraft Registration Act,Commercial Code,CROSS_REFERENCE
Cap.503,Cap.16,11,Aircraft Registration Act,Civil Code,CROSS_REFERENCE
Cap.503,Cap.217,1,Aircraft Registration Act,Immigration Act,CROSS_REFERENCE
Cap.503,Cap.234,2,Aircraft Registration Act,Merchant Shipping Act,CROSS_REFERENCE
Cap.503,Cap.371,2,Aircraft Registration Act,Banking Act,CROSS_REFERENCE
Cap.503,Cap.386,4,Aircraft Registration Act,Companies Act,CROSS_REFERENCE
Cap.503,Cap.490,1,Aircraft Registration Act,Administrative Justice Act,CROSS_REFERENCE
Cap.503,Cap.499,1,Aircraft Registration Act,Authority for Transport in Malta Act,CROSS_REFERENCE
Cap.504,Cap.10,1,Environment and Development Planning ActAll subsid,Code of Police Laws,CROSS_REFERENCE
Cap.504,Cap.12,3,Environment and Development Planning ActAll subsid,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.504,Cap.356,6,Environment and Development Planning ActAll subsid,Development Planning ActAll subsidiary legislation,CROSS_REFERENCE
Cap.504,Cap.363,1,Environment and Development Planning ActAll subsid,Local Government Act,CROSS_REFERENCE
Cap.504,Cap.446,1,Environment and Development Planning ActAll subsid,Probation Act,CROSS_REFERENCE
Cap.504,Cap.492,3,Environment and Development Planning ActAll subsid,Voluntary Organisations Act,CROSS_REFERENCE
Cap.504,Cap.9,5,Environment and Development Planning ActAll subsid,Criminal Code,CROSS_REFERENCE
Cap.510,Cap.13,1,Malta Competition and Consumer Affairs Authority A,Commercial Code,CROSS_REFERENCE
Cap.510,Cap.378,32,Malta Competition and Consumer Affairs Authority A,Consumer Affairs Act,CROSS_REFERENCE
Cap.510,Cap.379,28,Malta Competition and Consumer Affairs Authority A,Competition Act,CROSS_REFERENCE
Cap.510,Cap.58,2,Malta Competition and Consumer Affairs Authority A,Widows' and Orphans' Pensions Act,CROSS_REFERENCE
Cap.510,Cap.595,4,Malta Competition and Consumer Affairs Authority A,Public Administration Act,CROSS_REFERENCE
Cap.510,Cap.601,1,Malta Competition and Consumer Affairs Authority A,Public Finance Management Act,CROSS_REFERENCE
Cap.510,Cap.9,1,Malta Competition and Consumer Affairs Authority A,Criminal Code,CROSS_REFERENCE
Cap.510,Cap.93,4,Malta Competition and Consumer Affairs Authority A,Pensions Ordinance,CROSS_REFERENCE
Cap.514,Cap.12,1,Retirement Pensions Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.514,Cap.123,1,Retirement Pensions Act,Income Tax Act,CROSS_REFERENCE
Cap.514,Cap.16,1,Retirement Pensions Act,Civil Code,CROSS_REFERENCE
Cap.514,Cap.204,1,Retirement Pensions Act,Central Bank of Malta Act,CROSS_REFERENCE
Cap.514,Cap.330,3,Retirement Pensions Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.514,Cap.370,2,Retirement Pensions Act,Investment Services Act,CROSS_REFERENCE
Cap.514,Cap.372,1,Retirement Pensions Act,Income Tax Management Act,CROSS_REFERENCE
Cap.514,Cap.386,5,Retirement Pensions Act,Companies Act,CROSS_REFERENCE
Cap.514,Cap.403,1,Retirement Pensions Act,Insurance Business Act,CROSS_REFERENCE
Cap.514,Cap.9,1,Retirement Pensions Act,Criminal Code,CROSS_REFERENCE
Cap.518,Cap.101,1,Protection of Minors (Registration) Act,Dangerous Drugs Ordinance,CROSS_REFERENCE
Cap.518,Cap.16,1,Protection of Minors (Registration) Act,Civil Code,CROSS_REFERENCE
Cap.518,Cap.31,1,Protection of Minors (Registration) Act,Medical and Kindred Professions Ordinance,CROSS_REFERENCE
Cap.518,Cap.446,5,Protection of Minors (Registration) Act,Probation Act,CROSS_REFERENCE
Cap.518,Cap.525,2,Protection of Minors (Registration) Act,Mental Health Act,CROSS_REFERENCE
Cap.518,Cap.586,1,Protection of Minors (Registration) Act,Data Protection Act,CROSS_REFERENCE
Cap.518,Cap.9,19,Protection of Minors (Registration) Act,Criminal Code,CROSS_REFERENCE
Cap.525,Cap.12,3,Mental Health Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.525,Cap.16,3,Mental Health Act,Civil Code,CROSS_REFERENCE
Cap.525,Cap.9,5,Mental Health Act,Criminal Code,CROSS_REFERENCE
Cap.527,Cap.12,3,Protection of the Whistleblower Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.527,Cap.371,1,Protection of the Whistleblower Act,Banking Act,CROSS_REFERENCE
Cap.527,Cap.377,1,Protection of the Whistleblower Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.527,Cap.492,2,Protection of the Whistleblower Act,Voluntary Organisations Act,CROSS_REFERENCE
Cap.527,Cap.586,1,Protection of the Whistleblower Act,Data Protection Act,CROSS_REFERENCE
Cap.527,Cap.595,1,Protection of the Whistleblower Act,Public Administration Act,CROSS_REFERENCE
Cap.527,Cap.9,7,Protection of the Whistleblower Act,Criminal Code,CROSS_REFERENCE
Cap.529,Cap.12,1,Company Service Providers Act,Code of Organization and Civil Procedure,CROSS_REFERENCE
Cap.529,Cap.330,7,Company Service Providers Act,Malta Financial Services Authority Act,CROSS_REFERENCE
Cap.529,Cap.331,1,Company Service Providers Act,Trusts and Trustees Act,CROSS_REFERENCE
Cap.529,Cap.345,1,Company Service Providers Act,Financial Markets Act,CROSS_REFERENCE
Cap.529,Cap.370,1,Company Service Providers Act,Investment Services Act,CROSS_REFERENCE
Cap.529,Cap.371,1,Company Service Providers Act,Banking Act,CROSS_REFERENCE
Cap.529,Cap.373,2,Company Service Providers Act,Prevention of Money Laundering Act,CROSS_REFERENCE
Cap.529,Cap.376,1,Company Service Providers Act,Financial Institutions Act,CROSS_REFERENCE
Cap.529,Cap.377,1,Company Service Providers Act,Professional Secrecy Act,CROSS_REFERENCE
Cap.529,Cap.386,4,Company Service Providers Act,Companies Act,CROSS_REFERENCE
Cap.529,Cap.403,1,Company Service Providers Act,Insurance Business Act,CROSS_REFERENCE
Cap.529,Cap.484,1,Company Service Providers Act,Securitisation Act,CROSS_REFERENCE
Cap.529,Cap.487,1,Company Service Providers Act,Insurance Distribution Act,CROSS_REFERENCE
